1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,1,64,73,1,1,1,1,106,105,105,107,1,56,1,38,31,39,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,68,64,73,1,1,1,1,38,31,31,39,1,1,1,38,31,39,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,58,64,64,64,64,64,64,59,18,18,58,64,64,64,64,64,64,64,64,69,1,1,1,1,38,84,31,42,40,40,40,45,31,42,40,40,40,40,40,40,40,54,18,18,51,40,40,40,40,40,40,54,18,18,51,40
1,20,18,18,19,75,72,72,72,72,71,20,18,18,19,75,72,72,72,72,64,72,71,1,1,1,1,1,38,31,31,31,31,83,31,31,31,31,31,31,31,31,85,31,84,50,18,18,49,31,85,31,31,83,31,50,18,18,49,31
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,64,1,1,1,1,1,1,1,38,31,31,43,41,41,41,41,41,41,41,41,41,41,41,41,41,53,18,18,52,41,41,41,41,41,41,53,18,18,52,41
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,64,1,1,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,113,114,114,115,1,1,1,1,1,38,83,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1,109,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,57,1,1,1,20,18,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,57,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,82,79,1,1,1,1,1,1,1,1,1,106,105,105,107,1,1,1,1,1,1,1,1,1,1,57,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,110
1,20,18,18,27,21,21,21,21,21,21,30,18,18,19,1,1,81,80,1,1,1,1,1,1,1,1,1,106,105,105,107,1,1,1,1,82,79,1,1,1,1,1,1,1,20,18,18,27,21,21,21,21,21,21,30,18,18,19,1
1,20,18,18,18,18,18,18,18,18,18,18,18,18,19,1,1,1,1,1,1,1,1,82,79,1,1,1,38,31,31,39,1,1,108,1,81,80,1,1,1,1,1,1,1,20,18,18,18,18,18,18,18,18,18,18,18,18,19,1
1,6,18,18,18,18,18,18,18,18,18,18,18,18,3,1,1,1,1,1,1,1,1,81,80,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,6,18,18,18,18,18,18,18,18,18,18,18,18,3,1
1,23,5,22,22,22,22,22,22,22,22,22,22,4,26,1,1,1,1,1,1,1,1,1,1,1,1,1,38,85,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,23,5,22,22,22,22,22,22,22,22,22,22,4,26,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
